,Unnamed: 0,Product SMILES,empirical formula,monoisotopic peak,MA,Match,m_z,Retention times,Base Peaks,#,RT [min],Area,Int. Type,I,S/N,Chromatogram,Max. m/z,FWHM [min],Abundance
0,13,C=CCN(C(=O)c1ccccc1)C(C(=O)NC(C)(C)C)c1ccc(CO)o1,C21H26N2O4,371.1970823251201,17,True,371.1975,11.54438,117295.0,14,11.5,7.9232,Chromatogram,12.0,3591.5,"UV Chromatogram, 254 nm",,0.0,0.9002991831266627
1,12,C=CCN(C(=O)c1ccccc1)C(C(=O)NC1CCCCC1)c1ccc(CO)o1,C23H28N2O4,397.21273238958,18,True,397.2155,12.46805,77227.0,18,12.5,9.5612,Chromatogram,8.0,3574.7,"UV Chromatogram, 254 nm",,0.0,1.0864222220454673
2,7,C=CCN(C(=O)c1ccccc1)C(/C=C/c1ccccc1)C(=O)NC(C)(C)C,C24H28N2O2,377.22290315044006,15,True,377.2448,12.55958,101863.0,18,12.5,9.5612,Chromatogram,8.0,3574.7,"UV Chromatogram, 254 nm",,0.0,1.0864222220454673
3,17,C=CCN(C(=O)C1CCCCC1)C(C(=O)NC(C)(C)C)c1ccc(CO)o1,C21H32N2O4,377.2440325185,19,True,377.2448,12.55958,101863.0,18,12.5,9.5612,Chromatogram,8.0,3574.7,"UV Chromatogram, 254 nm",,0.0,1.0864222220454673
4,15,C=CCN(C(=O)CCCCC)C(C(=O)NC(C)(C)C)c1ccc(CO)o1,C20H32N2O4,365.2440325185,19,True,365.2441,13.09213,171784.0,21,13.2,5.3607,Chromatogram,7.0,1473.6,"UV Chromatogram, 254 nm",,0.1,0.6091268466007547
5,6,C=CCN(C(=O)c1ccccc1)C(/C=C/c1ccccc1)C(=O)NC1CCCCC1,C26H30N2O2,403.2385532149,16,True,403.2614,13.65797,72154.0,22,13.8,160.1515,Chromatogram,48.0,49590.4,"UV Chromatogram, 254 nm",,0.1,18.19773129878202
6,14,C=CCN(C(=O)CCCCC)C(C(=O)NC1CCCCC1)c1ccc(CO)o1,C22H34N2O4,391.25968258296,17,True,391.2618,13.95752,108691.0,22,13.8,160.1515,Chromatogram,48.0,49590.4,"UV Chromatogram, 254 nm",,0.1,18.19773129878202
7,37,CC(C)(C)NC(=O)C(c1ccc(CO)o1)N(Cc1ccccc1)C(=O)c1ccccc1,C25H28N2O4,421.21273238958,17,True,421.214,15.4553,128885.0,27,15.4,27.114,Chromatogram,17.0,9986.5,"UV Chromatogram, 254 nm",,0.0,3.0809157980735478
8,36,O=C(NC1CCCCC1)C(c1ccc(CO)o1)N(Cc1ccccc1)C(=O)c1ccccc1,C27H30N2O4,447.22838245404,18,True,447.2309,16.19587,100305.0,31,16.2,29.5482,Chromatogram,17.0,9834.0,"UV Chromatogram, 254 nm",,0.1,3.357509632833105
9,42,N#Cc1ccc(C(C(=O)NC2CCCCC2)N(Cc2ccccc2)C(=O)c2ccccc2)cc1,C29H29N3O2,452.2338021871,16,True,452.2374,18.50913,168449.0,44,18.5,258.1756,Chromatogram,99.0,93184.8,"UV Chromatogram, 254 nm",,0.1,29.33603617013782
10,30,O=C(NC1CCCCC1)C(/C=C/c1ccccc1)N(Cc1ccccc1)C(=O)c1ccccc1,C30H32N2O2,453.25420327936,17,True,453.2562,19.75728,119201.0,54,19.8,43.1938,Chromatogram,59.0,22589.9,"UV Chromatogram, 254 nm",,0.0,4.90803499294937
11,34,O=C(NC1CCCCC1)C(/C=C/c1ccccc1)N(Cc1ccccc1)C(=O)C1CCCCC1,C30H38N2O2,459.30115347274,18,True,459.2671,19.8488,176959.0,54,19.8,43.1938,Chromatogram,59.0,22589.9,"UV Chromatogram, 254 nm",,0.0,4.90803499294937
12,16,C=CCN(C(=O)C1CCCCC1)C(C(=O)NC1CCCCC1)c1ccc(CO)o1,C23H34N2O4,403.25968258296,18,True,403.2971,20.35638,77075.0,57,20.4,109.6196,Chromatogram,56.0,42499.7,"UV Chromatogram, 254 nm",,0.0,12.455880999428452
13,40,O=C(NC1CCCCC1)C(c1ccc(CO)o1)N(Cc1ccccc1)C(=O)C1CCCCC1,C27H36N2O4,453.27533264742,19,True,453.3147,20.86397,179507.0,60,21.0,6.9475,Chromatogram,24.0,2119.6,"UV Chromatogram, 254 nm",,0.1,0.7894321202004857
